,global_x,global_y,global_z,delta_s,total_s,has_anchor,depth,k_yy,k_zy,k_yz,k_zz
181997,18198.277759292083,123.80299787950935,-91.89273549243808,0.1000016429196571,18200.059885765408,True,-109.0,20032.6163373515,0.0,0.0,40065.232674703
182997,18298.27116996923,122.65334275743226,-91.3179364259122,0.10000170038451008,18300.06155735838,True,-109.0,19907.31014084885,0.0,0.0,39814.62028169772
183997,18398.264348715435,121.48368897248292,-90.73313954111654,0.10000175883876855,18400.063286917513,True,-109.0,19779.824419963406,0.0,0.0,39559.64883992681
184997,18498.257291530983,120.2940365714021,-90.13834491372108,0.10000181830645605,18500.065075441817,True,-109.0,19650.15919119119,0.0,0.0,39300.31838238239
185997,18598.249994416143,119.08438560162904,-89.53355262137484,0.10000187877060308,18600.06692393041,True,-109.0,19518.314471459707,0.0,0.0,39036.62894291942
186997,18698.24245337121,117.85473611188354,-88.91876274242532,0.10000194023576064,18700.06883338224,True,-102.0,18139.427599454764,0.0,0.0,36278.85519890953
187997,18798.234664396485,116.60508815106004,-88.29397535696626,0.10000200270324149,18800.07080479625,True,-102.0,18011.970972821116,0.0,0.0,36023.94194564223
188997,18898.22662349227,115.33544176921714,-87.65919054637197,0.1000020661592166,18900.072839171404,True,-102.0,17882.474871459875,0.0,0.0,35764.949742919765
189997,18998.218326658887,114.04579701722832,-87.01440839283168,0.100002130615279,19000.074937506473,True,-102.0,17750.939312137656,0.0,0.0,35501.87862427533
190997,19098.209769896683,112.73615394654917,-86.35962898028083,0.10000219607732981,19100.07710080058,True,-98.0,16926.487280135043,0.0,0.0,33852.974560270086
191997,19198.200949205973,111.40651260968298,-85.69485239405185,0.10000226253140168,19200.079330052333,True,-98.0,16796.191069234163,0.0,0.0,33592.382138468325
192997,19298.191860587125,110.05687305971514,-85.02007872029208,0.10000232998184878,19300.081626260584,True,-98.0,16663.935429177247,0.0,0.0,33327.870858354494
193997,19398.1825000405,108.68723535072058,-84.3353080470115,0.10000239843590678,19400.08399042407,True,-89.0,15011.684832368042,0.0,0.0,30023.369664736092
194997,19498.172863566466,107.2975995374145,-83.64054046291858,0.10000246789071365,19500.086423541467,True,-89.0,14888.016202399507,0.0,0.0,29776.032404799014
195997,19598.16294716541,105.88796567544341,-82.93577605858445,0.10000253834097574,19600.08892661152,True,-89.0,14762.568138428029,0.0,0.0,29525.136276856065
196997,19698.152746837717,104.45833382115234,-82.22101492551155,0.10000260978913375,19700.091500632832,True,-89.0,14635.34065674106,0.0,0.0,29270.681313482117
197997,19798.142258583815,103.00870403164299,-81.49625715671573,0.10000268224443322,19800.094146603995,True,-88.0,14343.341259581968,0.0,0.0,28686.682519163936
198997,19898.131478404102,101.53907636512304,-80.76150284637697,0.10000275569142571,19900.09686552363,True,-88.0,14214.024500962343,0.0,0.0,28428.049001924694
199997,19998.120402299013,100.04945088014938,-80.01675208995584,0.10000283013265812,20000.09965839012,True,-88.0,14082.948367832225,0.0,0.0,28165.896735664457
200996,20098.009037796175,98.54134724859614,-79.26276472466998,0.10000290550527854,20100.002523296425,True,-88.0,13950.246591541916,0.0,0.0,27900.493183083832
201996,20197.997358147597,97.01174630410969,-78.49803136417177,0.10000298194739538,20200.00546697569,True,-82.0,12873.677143724166,0.0,0.0,25747.35428744834
202996,20297.98537057901,95.4621477224282,-77.72330185200553,0.10000305938465191,20300.008487596246,True,-82.0,12746.621503728908,0.0,0.0,25493.243007457815
203996,20397.973071090884,93.89255156548461,-76.9385762886377,0.10000313782429315,20400.011586156237,True,-82.0,12617.926511336584,0.0,0.0,25235.853022673167
204996,20497.96045568371,92.30295789596858,-76.14385477639735,0.10000321725902786,20500.01476365424,True,-82.0,12487.592183329165,0.0,0.0,24975.18436665833
205996,20597.947520358,90.69336677761748,-75.33913741854485,0.10000329769511934,20600.01802108837,True,-82.0,12355.618536641356,0.0,0.0,24711.23707328271
206996,20697.934261114257,89.0637782747508,-74.52442431962118,0.10000337912709775,20700.02135945686,True,-82.0,12222.005588417873,0.0,0.0,24444.011176835742
207996,20797.92067395302,87.4141924525029,-73.69971558544785,0.10000346155589591,20800.0247797579,True,-82.0,12086.75335601344,0.0,0.0,24173.506712026894
208996,20897.906754874828,85.74460937688127,-72.86501132347621,0.10000354499242825,20900.028282989602,True,-78.0,11366.941766462285,0.0,0.0,22733.883532924578
209996,20997.892499880232,84.0550291147083,-72.02031164197251,0.1000036294128947,21000.03187015001,True,-78.0,11235.168616147712,0.0,0.0,22470.337232295424
210996,21097.877904969806,82.34545173350489,-71.16561665106565,0.10000371484369096,21100.035542237278,True,-78.0,11101.836197566237,0.0,0.0,22203.672395132482
211996,21197.86296614413,80.61587730166502,-70.300926461583,0.1000038012665988,21200.039300249297,True,-78.0,10966.944528006945,0.0,0.0,21933.889056013897
212996,21297.8476794038,78.86630588851403,-69.4262411860982,0.10000388868056337,21300.0431451841,True,-77.0,10691.641142659122,0.0,0.0,21383.282285318244
213996,21397.832040749425,77.09673756384291,-68.541560938349,0.10000397710474157,21400.047078039526,True,-77.0,10555.400384505745,0.0,0.0,21110.800769011494
214996,21497.81604618163,75.30717239849037,-67.64688583335374,0.10000406651468974,21500.05109981341,True,-77.0,10417.620418336475,0.0,0.0,20835.24083667295
215996,21597.799691701053,73.49761046411004,-66.74221598729491,0.1000041569363341,21600.05521150353,True,-76.0,10144.816830068827,0.0,0.0,20289.633660137653
216996,21697.78297330835,71.66805183299584,-65.82755151810125,0.10000424834625676,21700.059414107694,True,-76.0,10005.787830751386,0.0,0.0,20011.57566150278
217996,21797.765887004185,69.81849657831481,-64.90289254428353,0.10000434075642256,21800.063708623646,True,-76.0,9865.239666731097,0.0,0.0,19730.479333462194
218996,21897.748428789237,67.94894477416528,-63.96823918633163,0.10000443416574448,21900.068096048893,True,-76.0,9723.172356322408,0.0,0.0,19446.344712644815
219996,21997.73059466421,66.05939649528591,-63.02359156566672,0.10000452856834632,22000.072577381172,True,-72.0,9075.397185456008,0.0,0.0,18150.794370912015
220996,22097.712380629804,64.14985181723023,-62.06894980510697,0.10000462397111991,22100.077153617927,True,-72.0,8937.928771935403,0.0,0.0,17875.857543870807
221996,22197.693782686758,62.22031081636669,-61.10431402886752,0.10000472037545281,22200.08182575672,True,-72.0,8799.021220156923,0.0,0.0,17598.042440313846
222996,22297.67479683581,60.270773569936864,-60.12968436232768,0.10000481776559449,22300.08659479493,True,-72.0,8658.674548175186,0.0,0.0,17317.349096350372
223996,22397.65541907772,58.30124015570618,-59.14506093214732,0.10000491616539561,22400.091461729982,True,-69.0,8162.01840863633,0.0,0.0,16324.03681727266
224996,22497.635645413255,56.311710652837064,-58.150443866383284,0.10000501555820489,22500.096427559252,True,-69.0,8024.761253560893,0.0,0.0,16049.522507121786
225995,22597.515492217866,54.30420465412317,-57.14684289658908,0.10000511584702684,22600.001488164045,True,-69.0,7886.264319729291,0.0,0.0,15772.528639458586
226995,22697.49491514895,52.27470320893917,-56.1322489422746,0.10000521723022321,22700.006654672037,True,-69.0,7746.250354033893,0.0,0.0,15492.50070806779
227995,22797.47393018008,50.22520591603825,-55.107661743997596,0.10000531961830081,22800.01192306491,True,-64.0,7053.780703231694,0.0,0.0,14107.561406463386
228995,22897.45253331209,48.15571285720216,-54.07308143505361,0.10000542300028412,22900.01729433976,True,-64.0,6921.35442368686,0.0,0.0,13842.708847373724
229995,22997.43072054584,46.066224115376826,-53.02850815001875,0.10000552737496907,23000.02276949369,True,-64.0,6787.649043202398,0.0,0.0,13575.2980864048
230995,23097.40848788219,43.956739774148446,-51.97394202463329,0.10000563274836687,23100.02834952357,True,-57.0,5925.029390808195,0.0,0.0,11850.05878161639
231995,23197.385831322044,41.82725991785992,-50.909383196150884,0.10000573912160195,23200.034035426437,True,-57.0,5803.669684361201,0.0,0.0,11607.339368722402
232995,23297.362746866296,39.677784631669056,-49.834831802756526,0.10000584648618539,23300.039828199162,True,-57.0,5681.170825514242,0.0,0.0,11362.341651028488
233995,23397.339230515867,37.50831400154857,-48.75028798438143,0.10000595484936985,23400.045728838544,True,-57.0,5557.532830219483,0.0,0.0,11115.065660438966
234995,23497.3152782717,35.3188481144025,-47.655751881888136,0.10000606420729359,23500.05173834141,True,-58.0,5528.067218299024,0.0,0.0,11056.134436598048
235995,23597.29088613476,33.10938705760054,-46.55122363765258,0.10000617457227226,23600.057857704356,True,-58.0,5399.941941967698,0.0,0.0,10799.8838839354
236995,23697.266050106,30.87993091973476,-45.43670339521486,0.1000062859235292,23700.064087924184,True,-58.0,5270.657593844924,0.0,0.0,10541.315187689848
237995,23797.240766186434,28.63047978974646,-44.312191299628466,0.10000639828050993,23800.070429997362,True,-54.0,4785.716660359874,0.0,0.0,9571.433320719749
238995,23897.215030377054,26.361033757857513,-43.17768749699462,0.10000651162368367,23900.076884920403,True,-54.0,4663.190249675419,0.0,0.0,9326.380499350838
239995,23997.1888386789,24.07159291469725,-42.03319213481154,0.10000662596390753,24000.08345368989,True,-54.0,4539.584750559647,0.0,0.0,9079.169501119293
240995,24097.16218709301,21.762157351826318,-40.87870536209084,0.10000674131203906,24100.090137302053,True,-54.0,4414.900179105811,0.0,0.0,8829.800358211622
241995,24197.135071620454,19.4327271617949,-39.714227328659035,0.10000685763620741,24200.09693675332,True,-48.0,3812.5658235512674,0.0,0.0,7625.131647102535
242994,24297.007516080717,17.08566184953088,-38.54093764571007,0.10000697486456785,24300.003846065003,True,-48.0,3699.930013988167,0.0,0.0,7399.860027976334
243994,24396.979461311974,14.71626267960528,-37.356487537617795,0.10000709318470151,24400.010880064954,True,-48.0,3586.2228036113065,0.0,0.0,7172.445607222617
244994,24496.950930663872,12.326869164244272,-36.162046626908705,0.10000721251667649,24500.018032891632,True,-48.0,3471.5564761832356,0.0,0.0,6943.112952366471
245994,24596.921920137538,9.917481399024837,-34.95761506888084,0.10000733282582111,24600.02530554102,True,-22.0,,,,
246994,24696.892425734153,7.488099480222445,-33.74319302011281,0.10000745414983603,24700.032699009265,True,-22.0,,,,
247994,24796.86244345487,5.038723505218513,-32.518780638696626,0.10000757646464609,24800.040214292243,True,-22.0,,,,
248994,24896.831969300903,2.569353571801912,-31.284378083539195,0.10000769977098713,24900.04785238587,True,-22.0,,,,
249994,24996.800999273462,0.0799897788092494,-30.03998551541008,0.10000782407532147,25000.05561428596,True,43.0,,,,
